Bathing,Tooth Brushing,Mouth Contact following Hand Submersion
0.151357571,0.09688335,0.107299912
0.10053047,0.05713414,0.051022724
0.141745237,0.100036381,0.083580499
0.053739407,0.025598313,0.010078922
0.146400028,0.112542492,0.075907917
0.215635277,0.192007586,0.185358963
0.22159948,0.201702186,0.194520567
0.16795899,0.135599896,0.08747231
0.180170827,0.148585198,0.149391921
0.195018128,0.178222227,0.163470611
0.227065155,0.212394017,0.209681024
0.174754976,0.154358394,0.129664116
0.146362034,0.117746547,0.087964428
0.074693529,0.043683128,0.020130386
0.090052305,0.049764928,0.039266008
0.17796892,0.146714395,0.145823158
0.186657796,0.14422256,0.141738581
0.17590646,0.151434489,0.148002342
0.116701001,0.065295568,0.055746863
0.060015802,0.024682229,0.010205911
0.183818169,0.157502826,0.150957934
0.161045657,0.135567332,0.108310191
0.164299145,0.135841752,0.111826978
0.148193882,0.100212481,0.111541713
0.072173191,0.024027809,0.013661794
0.143236016,0.107281627,0.097669523
0.193732182,0.159132685,0.153949246
0.207383853,0.192055299,0.165657792
0.201258954,0.171212128,0.161276172
0.172742068,0.146334299,0.119270824
0.156566745,0.116145889,0.090216399
0.109862649,0.04897138,0.043179375
0.172920262,0.153599454,0.111546557
0.12965035,0.065101116,0.08417299
0.176711996,0.143559088,0.134373564
0.108850546,0.065612514,0.029657042
0.142418344,0.087861855,0.080481299
0.128019787,0.070610707,0.076807762
0.095338635,0.054151983,0.040263201
0.13341294,0.096934519,0.09790311
0.083336362,0.040910326,0.035538926
0.14110921,0.111795384,0.092188802
0.180852711,0.152292623,0.13998434
0.132442191,0.084036815,0.095692052
0.13625691,0.077879848,0.079502484
0.149062228,0.083128268,0.069219114
0.152591017,0.124412018,0.096782854
0.057857468,0.011266344,0.017673193
0.171055796,0.152199817,0.128206527
0.090567508,0.034856355,0.033734373
0.115255268,0.084936375,0.070632457
0.059134393,0.022638569,0.017792809
0.215684655,0.20142744,0.180535203
0.160149767,0.129651394,0.109144402
0.187475223,0.155179006,0.125546005
0.120098533,0.091670189,0.079374096
0.137524459,0.08511888,0.106390504
0.160480102,0.107818511,0.117732394
0.130079661,0.099063059,0.076874637
0.042751777,0.010372978,0.008468926
0.102900298,0.072850933,0.021559783
0.019309787,0.004928806,0.003296924
0.194582324,0.168028874,0.160423038
0.075911369,0.042145095,0.002100118
0.107280295,0.070727834,0.004585844
0.158448878,0.133368965,0.082471024
0.157017544,0.133201252,0.135870694
0.144085945,0.091446212,0.06730519
0.19668217,0.176400457,0.16003574
0.130274646,0.092733652,0.081025568
0.002765441,0.00058011,0.00041845
0.188704325,0.158921522,0.164168754
0.128601655,0.077984618,0.057483496
0.156942848,0.108497478,0.060722218
0.165680637,0.122515781,0.113841823
0.154674757,0.126462109,0.114556115
0.09002836,0.056939908,0.02623574
0.141099507,0.100095018,0.103232429
0.219074501,0.199324985,0.185059954
0.117013038,0.084061882,0.057216862
0.192466368,0.174031096,0.139585058
0.134512287,0.108485741,0.059309819
0.150386199,0.124693629,0.106605565
0.148839916,0.110918297,0.069655302
0.124976302,0.069771943,0.069582395
0.167929859,0.13668474,0.125938974
0.112430743,0.051592857,0.056850958
0.10454207,0.058355813,0.030358372
0.050287067,0.017161728,0.01104122
0.04641548,0.023442961,0.009379215
0.154013046,0.124060092,0.102986339
0.053975063,0.024883558,0.008921814
0.118997168,0.066807438,0.075538104
0.100690093,0.045946584,0.051570665
0.108414612,0.047233366,0.054306682
0.170991011,0.127131284,0.143494941
0.095706605,0.052753999,0.042627429
0.138228204,0.106717403,0.092298732
0.099420957,0.057565911,0.036707109
0.197842815,0.15799441,0.15153756
0.190889593,0.170436837,0.055722145
0.165106355,0.130574302,0.103989522
0.18783548,0.161340221,0.145664791
0.12922349,0.100462138,0.062143368
0.110326046,0.07841706,0.07832202
0.135840777,0.10040883,0.066302037
0.186817891,0.147459059,0.131668089
0.082802499,0.051423871,0.035283457
0.106617927,0.060017854,0.049112968
0.193193384,0.145850746,0.162428777
0.044614418,0.018127191,0.016871794
0.105649267,0.07570644,0.055926322
0.118028282,0.073226161,0.080387128
0.068753387,0.032862949,0.034257874
0.172973029,0.135912629,0.147593747
0.161099251,0.13889158,0.126090935
0.125933066,0.060772598,0.064454202
0.109187169,0.076295708,0.054009334
0.170581126,0.136494957,0.130788801
0.151176239,0.108538749,0.055303247
0.12781828,0.099553531,0.069559701
0.097493437,0.051416704,0.025561615
0.161536764,0.124211911,0.126682211
0.139887345,0.102501121,0.094066831
0.147291084,0.122051548,0.10399729
0.084683293,0.021812796,0.020760193
0.124245584,0.072811179,0.038241895
0.082423765,0.043359087,0.023820068
0.163447472,0.124354357,0.134439342
0.222234465,0.198563394,0.18701012
0.149822398,0.116583474,0.100786427
0.138277404,0.083918865,0.076644714
0.12273166,0.087547438,0.062779177
0.159159858,0.111199154,0.108938234
0.143123411,0.096121065,0.099800462
0.095463683,0.058923092,0.060353252
0.096249173,0.036776636,0.04295992
0.149676867,0.12149688,0.084900499
0.208734225,0.1760784,0.179329582
0.058660365,0.032743894,0.018048924
0.078770422,0.022259813,0.030764333
0.11835799,0.074708456,0.035065894
0.120017008,0.08749873,0.08184335
0.190706287,0.170853672,0.134533821
0.179898377,0.144772509,0.135827625
0.183844745,0.155799372,0.135378639
0.176845611,0.135270108,0.143893382
0.136469806,0.084851633,0.095752646
0.216805841,0.177099012,0.197943624
0.078470386,0.019029164,0.013143025
0.176587902,0.122655076,0.134111855
0.126542031,0.080395608,0.076212482
0.185436893,0.1638756,0.148543334
0.117077164,0.0788457,0.071181894
0.019312779,0.007533265,0.007848549
0.1967098,0.161251588,0.16561685
0.191334791,0.161297916,0.161240925
0.186642925,0.1670237,0.108455816
0.203958195,0.171012219,0.177668532
0.132760024,0.104550526,0.078583903
0.121890772,0.056896372,0.053260613
0.046694678,0.017688579,0.001611248
0.179782568,0.134486106,0.142587321
0.116821921,0.07776784,0.07451613
0.13109212,0.104012986,0.068895553
0.204700839,0.161145081,0.178861346
0.109816223,0.076493712,0.061755591
0.12748873,0.08857264,0.073413805
0.087035934,0.035238494,0.049784902
0.189158324,0.169166459,0.112283294
0.10711873,0.062720404,0.053195403
0.130273845,0.104152128,0.079215197
0.121134368,0.091218361,0.085068557
0.123830147,0.081470884,0.082681905
0.12830242,0.070210122,0.076959752
0.1451,0.111835239,0.079274414
0.235498078,0.215323961,0.220136059
0.162710217,0.121238105,0.129433003
0.140630526,0.098284103,0.091979988
0.056547351,0.018177326,0.009574865
0.171950303,0.127916671,0.088987698
0.150735594,0.098577337,0.080835135
0.141910406,0.08937335,0.090295091
0.205412434,0.185553143,0.163260067
0.172393172,0.148634029,0.119562809
0.104319101,0.043366727,0.04699745
0.143057093,0.109577585,0.06874012
0.11950764,0.079835735,0.073526259
0.192500778,0.16003778,0.119536486
0.133857814,0.09655134,0.087123976
0.213936366,0.198538244,0.186902833
0.186057881,0.16566264,0.149347577
0.171036912,0.116412522,0.130056907
0.17978831,0.151800646,0.153587387
0.123473511,0.076053519,0.061375748
0.197630154,0.171998971,0.150710124
0.12741694,0.107244741,0.077812122
0.183292,0.147874944,0.123268736
0.091523976,0.059696339,0.03471301
0.120941745,0.092354325,0.082741647
0.070417237,0.042337954,0.012559376
0.135026407,0.084034297,0.07946581
0.143372184,0.088477425,0.029649062
0.183451974,0.138519772,0.11330031
0.094473079,0.04901495,0.016779121
0.153643245,0.110103427,0.106051231
0.153159351,0.099769724,0.113163624
0.131840699,0.070472742,0.094927458
0.142697502,0.092024259,0.100804738
0.166384301,0.144180483,0.11042086
0.116023415,0.088058063,0.047258576
0.176106493,0.147636583,0.14133838
0.170104542,0.138984356,0.090074112
0.215179423,0.191918691,0.191165499
0.103141745,0.048675675,0.0248483
0.184159293,0.158301449,0.151421989
0.193480066,0.164642073,0.164486161
0.161808243,0.126182475,0.105405992
0.140081037,0.111260691,0.09542651
0.177455423,0.156707285,0.13211779
0.150524781,0.118042656,0.064959027
0.170150303,0.132722675,0.141587554
0.134410383,0.100872959,0.050364425
0.196160021,0.167554462,0.170153439
0.116345813,0.060200061,0.068710787
0.196673918,0.162135115,0.162924059
0.209038271,0.178326195,0.167884773
0.176769124,0.152791139,0.103202085
0.139391917,0.087092748,0.083083023
0.177607717,0.132956303,0.121383295
0.06163837,0.016675434,0.022548434
0.112722965,0.06035918,0.055514707
0.133706272,0.104779304,0.07393314
0.156088578,0.131368982,0.084077418
0.114577897,0.062369322,0.040738938
0.042934703,0.020341638,0.00571165
0.063801646,0.022551752,0.011337258
0.1824349,0.156835208,0.140941356
0.17222407,0.154587916,0.118430068
0.13405801,0.076452904,0.082202059
0.177244072,0.135473816,0.130247731
0.1751973,0.128510275,0.145148934
0.102345123,0.06127063,0.046512369
0.062710882,0.015175891,0.026626867
0.137291776,0.106956244,0.086007579
0.13908974,0.094560693,0.053750019
0.027022352,0.009715766,0.006112804
0.157156247,0.114329767,0.082785739
0.109714341,0.060607866,0.080631336
0.16749239,0.12187942,0.127953169
